Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Rachel Banham,CHI,CHI vs. LV,08/26/2025,2025,L,26,3,1,8,12.5,1,7,14.3,0,1,0.0,0,3,3,3,0,1,1,2,-6
NaLyssa Smith,LV,LV @ CHI,08/26/2025,2025,W,28,10,4,7,57.1,0,0,0.0,2,2,100.0,0,3,3,0,0,2,1,4,+9
Aerial Powers,IND,IND vs. SEA,08/26/2025,2025,W,20,2,1,3,33.3,0,0,0.0,0,0,0.0,2,7,9,1,1,0,2,1,-2
Shey Peddy,IND,IND vs. SEA,08/26/2025,2025,W,15,2,1,4,25.0,0,3,0.0,0,0,0.0,0,1,1,1,0,0,0,1,-10
Mackenzie Holmes,SEA,SEA @ IND,08/26/2025,2025,L,6,4,2,2,100.0,0,0,0.0,0,0,0.0,0,1,1,0,3,0,0,1,+7
Dominique Malonga,SEA,SEA @ IND,08/26/2025,2025,L,24,8,4,10,40.0,0,1,0.0,0,0,0.0,0,6,6,2,0,2,1,2,-7
Tiffany Mitchell,SEA,SEA @ IND,08/26/2025,2025,L,17,5,1,2,50.0,1,1,100.0,2,2,100.0,0,1,1,0,0,0,0,0,-1
Lexie Brown,SEA,SEA @ IND,08/26/2025,2025,L,6,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,3,1,0,0,0,+7
Zia Cooke,SEA,SEA @ IND,08/26/2025,2025,L,5,5,2,2,100.0,1,1,100.0,0,0,0.0,0,1,1,1,0,0,1,0,+10
Brianna Turner,IND,IND vs. SEA,08/26/2025,2025,W,18,4,1,3,33.3,0,0,0.0,2,2,100.0,1,3,4,1,0,1,0,2,-9
Makayla Timpson,IND,IND vs. SEA,08/26/2025,2025,W,4,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-7
Damiris Dantas,IND,IND vs. SEA,08/26/2025,2025,W,13,4,2,6,33.3,0,3,0.0,0,0,0.0,1,1,2,1,0,0,2,1,-7
Ariel Atkins,CHI,CHI vs. LV,08/26/2025,2025,L,34,30,10,18,55.6,3,5,60.0,7,7,100.0,1,3,4,7,0,1,3,4,-2
Tina Charles,CON,CON @ NY,08/25/2025,2025,L,28,13,6,12,50.0,0,0,0.0,1,2,50.0,1,2,3,1,1,0,0,2,-5
Bria Hartley,CON,CON @ NY,08/25/2025,2025,L,33,3,1,6,16.7,0,3,0.0,1,2,50.0,1,3,4,4,1,0,2,2,+3
Breanna Stewart,NY,NY vs. CON,08/25/2025,2025,W,21,19,4,12,33.3,0,2,0.0,11,13,84.6,1,4,5,0,0,1,2,2,-10
Kennedy Burke,NY,NY vs. CON,08/25/2025,2025,W,30,14,5,9,55.6,3,4,75.0,1,2,50.0,1,1,2,2,0,0,1,1,+2
Jonquel Jones,NY,NY vs. CON,08/25/2025,2025,W,33,18,8,10,80.0,2,4,50.0,0,0,0.0,3,8,11,6,1,0,1,3,+13
Leonie Fiebich,NY,NY vs. CON,08/25/2025,2025,W,31,7,3,6,50.0,1,2,50.0,0,0,0.0,0,1,1,2,2,0,1,5,0
Sabrina Ionescu,NY,NY vs. CON,08/25/2025,2025,W,34,11,3,7,42.9,1,4,25.0,4,4,100.0,0,7,7,9,1,1,4,1,+7
Leila Lacan,CON,CON @ NY,08/25/2025,2025,L,31,22,9,15,60.0,2,3,66.7,2,2,100.0,1,2,3,3,2,0,4,5,+3
Aaliyah Edwards,CON,CON @ NY,08/25/2025,2025,L,15,2,0,2,0.0,0,0,0.0,2,2,100.0,2,2,4,2,0,0,1,2,-2
Marina Mabrey,CON,CON @ NY,08/25/2025,2025,L,36,16,6,18,33.3,4,10,40.0,0,0,0.0,1,1,2,5,1,0,2,5,-4
Nneka Ogwumike,SEA,SEA @ WSH,08/24/2025,2025,W,32,30,11,15,73.3,6,7,85.7,2,2,100.0,1,5,6,2,0,0,2,0,+12
Sonia Citron,WSH,WSH vs. SEA,08/24/2025,2025,L,36,14,6,12,50.0,0,1,0.0,2,2,100.0,0,6,6,1,4,0,5,0,-1
Sug Sutton,WSH,WSH vs. SEA,08/24/2025,2025,L,35,8,3,7,42.9,2,2,100.0,0,0,0.0,0,3,3,9,0,0,3,1,-6
Shakira Austin,WSH,WSH vs. SEA,08/24/2025,2025,L,26,30,10,15,66.7,0,0,0.0,10,10,100.0,0,5,5,1,1,4,5,1,-13
Kiki Iriafen,WSH,WSH vs. SEA,08/24/2025,2025,L,27,12,6,15,40.0,0,1,0.0,0,0,0.0,2,4,6,0,0,0,3,0,-10
Dominique Malonga,SEA,SEA @ WSH,08/24/2025,2025,W,28,17,8,17,47.1,0,0,0.0,1,2,50.0,5,5,10,1,3,1,1,4,-1
Brittney Sykes,SEA,SEA @ WSH,08/24/2025,2025,W,30,10,3,10,30.0,2,3,66.7,2,2,100.0,1,2,3,1,2,1,3,2,-4
Skylar Diggins,SEA,SEA @ WSH,08/24/2025,2025,W,34,10,4,11,36.4,1,4,25.0,1,2,50.0,1,1,2,11,2,0,1,3,+13
Gabby Williams,SEA,SEA @ WSH,08/24/2025,2025,W,32,10,3,12,25.0,1,4,25.0,3,4,75.0,1,1,2,3,5,1,2,1,-1
Camryn Taylor,MIN,MIN vs. IND,08/24/2025,2025,W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2
Odyssey Sims,IND,IND @ MIN,08/24/2025,2025,L,20,3,1,5,20.0,1,3,33.3,0,0,0.0,0,0,0,2,1,0,1,0,-11
Jaylyn Sherrod,MIN,MIN vs. IND,08/24/2025,2025,W,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,-2
Anastasiia Olairi Kosu,MIN,MIN vs. IND,08/24/2025,2025,W,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2
Brianna Turner,IND,IND @ MIN,08/24/2025,2025,L,13,2,1,3,33.3,0,1,0.0,0,0,0.0,0,1,1,0,0,1,0,2,-1
Jessica Shepard,MIN,MIN vs. IND,08/24/2025,2025,W,10,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,3,0,0,2,1,-6
Bridget Carleton,MIN,MIN vs. IND,08/24/2025,2025,W,31,7,3,5,60.0,1,2,50.0,0,0,0.0,2,2,4,1,0,0,1,3,+20
Aerial Powers,IND,IND @ MIN,08/24/2025,2025,L,18,5,2,6,33.3,0,0,0.0,1,1,100.0,2,3,5,3,0,0,3,2,0
Shey Peddy,IND,IND @ MIN,08/24/2025,2025,L,18,16,6,7,85.7,3,3,100.0,1,1,100.0,0,0,0,1,0,0,1,3,+1
Jade Melbourne,WSH,WSH vs. SEA,08/24/2025,2025,L,30,4,0,1,0.0,0,1,0.0,4,4,100.0,0,4,4,5,0,0,2,3,+6
Makayla Timpson,IND,IND @ MIN,08/24/2025,2025,L,2,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,+2
Myisha Hines-Allen,DAL,DAL vs. GS,08/24/2025,2025,L,29,15,7,14,50.0,1,4,25.0,0,0,0.0,4,4,8,1,0,0,1,4,-2
Haley Jones,DAL,DAL vs. GS,08/24/2025,2025,L,18,15,6,9,66.7,2,3,66.7,1,4,25.0,1,2,3,1,1,2,0,1,-11
Paige Bueckers,DAL,DAL vs. GS,08/24/2025,2025,L,34,9,3,12,25.0,1,3,33.3,2,2,100.0,1,0,1,9,1,0,1,5,-17
Luisa Geiselsoder,DAL,DAL vs. GS,08/24/2025,2025,L,19,3,1,5,20.0,1,4,25.0,0,0,0.0,0,4,4,0,2,0,1,1,-6
Maddy Siegrist,DAL,DAL vs. GS,08/24/2025,2025,L,36,16,5,12,41.7,1,4,25.0,5,5,100.0,3,2,5,1,3,1,0,1,-8
Kate Martin,GS,GS @ DAL,08/24/2025,2025,W,17,12,4,8,50.0,4,7,57.1,0,0,0.0,1,4,5,2,1,0,2,1,-6
Veronica Burton,GS,GS @ DAL,08/24/2025,2025,W,39,25,7,17,41.2,3,10,30.0,8,8,100.0,1,4,5,13,0,4,3,3,+13
Temi Fagbenle,GS,GS @ DAL,08/24/2025,2025,W,36,9,3,5,60.0,1,3,33.3,2,2,100.0,3,6,9,3,1,1,4,3,+11
Iliana Rupert,GS,GS @ DAL,08/24/2025,2025,W,36,17,5,12,41.7,5,9,55.6,2,2,100.0,0,6,6,2,0,1,0,3,+17
Kaila Charles,GS,GS @ DAL,08/24/2025,2025,W,34,16,5,10,50.0,2,5,40.0,4,4,100.0,2,4,6,2,0,0,3,3,+17
Kiana Williams,PHX,PHX vs. GS,08/23/2025,2025,W,2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-10
Kamilla Cardoso,CHI,CHI vs. CON,08/23/2025,2025,L,34,18,7,14,50.0,0,0,0.0,4,6,66.7,1,6,7,5,0,0,6,3,-18
Sevgi Uzun,CHI,CHI vs. CON,08/23/2025,2025,L,22,6,3,6,50.0,0,2,0.0,0,0,0.0,0,3,3,3,0,0,3,4,+6
Kia Nurse,CHI,CHI vs. CON,08/23/2025,2025,L,18,19,6,10,60.0,5,9,55.6,2,2,100.0,0,2,2,0,0,0,0,0,+6
Ariel Atkins,CHI,CHI vs. CON,08/23/2025,2025,L,29,12,4,8,50.0,1,2,50.0,3,4,75.0,2,4,6,3,1,0,2,3,-22
Aaliyah Edwards,CON,CON @ CHI,08/23/2025,2025,W,16,0,0,1,0.0,0,0,0.0,0,0,0.0,1,2,3,1,1,2,0,0,0
Saniya Rivers,CON,CON @ CHI,08/23/2025,2025,W,27,13,4,10,40.0,2,4,50.0,3,4,75.0,1,2,3,3,3,0,0,1,+2
Kitija Laksa,PHX,PHX vs. GS,08/23/2025,2025,W,2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,1,0,0,-10
Marina Mabrey,CON,CON @ CHI,08/23/2025,2025,W,37,20,7,17,41.2,2,9,22.2,4,4,100.0,0,4,4,8,2,0,2,3,+6
Bria Hartley,CON,CON @ CHI,08/23/2025,2025,W,32,23,8,9,88.9,3,3,100.0,4,6,66.7,1,1,2,4,0,0,3,4,+9
Aneesah Morrow,CON,CON @ CHI,08/23/2025,2025,W,24,7,2,4,50.0,1,1,100.0,2,2,100.0,1,4,5,1,2,1,2,2,+11
Iliana Rupert,GS,GS @ PHX,08/23/2025,2025,L,26,9,3,9,33.3,3,6,50.0,0,0,0.0,1,4,5,2,0,2,0,3,+7
Laeticia Amihere,GS,GS @ PHX,08/23/2025,2025,L,22,6,1,9,11.1,0,2,0.0,4,5,80.0,3,5,8,0,0,0,0,1,-12
Kaila Charles,GS,GS @ PHX,08/23/2025,2025,L,26,9,2,7,28.6,1,3,33.3,4,6,66.7,1,4,5,0,3,0,0,3,-9
Kate Martin,GS,GS @ PHX,08/23/2025,2025,L,12,7,3,6,50.0,1,4,25.0,0,0,0.0,1,3,4,2,0,0,0,1,+4
Kaitlyn Chen,GS,GS @ PHX,08/23/2025,2025,L,7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,+5
Kathryn Westbeld,PHX,PHX vs. GS,08/23/2025,2025,W,13,3,1,4,25.0,1,4,25.0,0,0,0.0,0,0,0,1,0,0,0,0,+2
Kalani Brown,PHX,PHX vs. GS,08/23/2025,2025,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-10
Lexi Held,PHX,PHX vs. GS,08/23/2025,2025,W,6,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,-6
Angel Reese,CHI,CHI vs. CON,08/23/2025,2025,L,31,11,5,10,50.0,0,0,0.0,1,4,25.0,6,5,11,5,0,0,2,3,-9
Kierstan Bell,LV,LV @ WSH,08/23/2025,2025,W,23,3,1,5,20.0,1,3,33.3,0,0,0.0,0,2,2,2,0,0,1,0,+4
Marine Johannes,NY,NY @ ATL,08/23/2025,2025,L,24,7,3,12,25.0,1,7,14.3,0,0,0.0,0,3,3,5,0,1,1,1,-8
Aaliyah Nye,LV,LV @ WSH,08/23/2025,2025,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,-8
Alysha Clark,WSH,WSH vs. LV,08/23/2025,2025,L,26,6,3,6,50.0,0,2,0.0,0,0,0.0,0,5,5,0,1,0,0,1,0
Emily Engstler,WSH,WSH vs. LV,08/23/2025,2025,L,18,8,3,8,37.5,0,3,0.0,2,2,100.0,0,3,3,2,1,0,1,0,-13
Madison Scott,WSH,WSH vs. LV,08/23/2025,2025,L,3,2,0,1,0.0,0,0,0.0,2,2,100.0,0,0,0,0,1,0,0,1,+2
Lucy Olsen,WSH,WSH vs. LV,08/23/2025,2025,L,13,6,3,5,60.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,0,+4
Jade Melbourne,WSH,WSH vs. LV,08/23/2025,2025,L,24,2,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,6,0,0,2,1,-12
Emma Meesseman,NY,NY @ ATL,08/23/2025,2025,L,26,10,5,10,50.0,0,0,0.0,0,0,0.0,0,4,4,4,0,0,2,0,-23
Stephanie Talbot,NY,NY @ ATL,08/23/2025,2025,L,22,2,1,2,50.0,0,0,0.0,0,0,0.0,1,1,2,3,0,0,1,1,-3
Megan DiLeo,LV,LV @ WSH,08/23/2025,2025,W,7,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,-4
Rebekah Gardner,NY,NY @ ATL,08/23/2025,2025,L,22,4,2,2,100.0,0,0,0.0,0,0,0.0,1,5,6,1,0,0,2,3,+3
Kennedy Burke,NY,NY @ ATL,08/23/2025,2025,L,27,13,5,8,62.5,1,3,33.3,2,2,100.0,1,4,5,1,0,0,0,1,0
Te-Hina Paopao,ATL,ATL vs. NY,08/23/2025,2025,W,24,9,3,8,37.5,3,6,50.0,0,0,0.0,1,0,1,3,1,0,1,0,+10
Nia Coffey,ATL,ATL vs. NY,08/23/2025,2025,W,13,2,1,6,16.7,0,3,0.0,0,0,0.0,2,0,2,1,0,0,1,1,-3
Sika Kone,ATL,ATL vs. NY,08/23/2025,2025,W,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-3
Brittney Griner,ATL,ATL vs. NY,08/23/2025,2025,W,15,4,1,3,33.3,0,0,0.0,2,2,100.0,0,2,2,1,0,0,1,2,-3
Shatori Walker-Kimbrough,ATL,ATL vs. NY,08/23/2025,2025,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,-3
Dana Evans,LV,LV @ WSH,08/23/2025,2025,W,24,21,8,11,72.7,5,6,83.3,0,0,0.0,0,3,3,3,0,1,0,0,+27
Kiah Stokes,LV,LV @ WSH,08/23/2025,2025,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-8
Mackenzie Holmes,SEA,SEA @ DAL,08/22/2025,2025,W,5,2,1,1,100.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,+7
Grace Berger,DAL,DAL vs. SEA,08/22/2025,2025,L,31,4,1,6,16.7,0,1,0.0,2,2,100.0,1,3,4,3,0,0,2,4,-29
Kathryn Westbeld,PHX,PHX @ LV,08/22/2025,2025,L,19,2,1,3,33.3,0,1,0.0,0,0,0.0,2,3,5,0,0,0,0,0,-11
Kalani Brown,PHX,PHX @ LV,08/22/2025,2025,L,5,2,1,2,50.0,0,0,0.0,0,0,0.0,0,3,3,0,0,1,0,0,-1
Kitija Laksa,PHX,PHX @ LV,08/22/2025,2025,L,7,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-5
Kiana Williams,PHX,PHX @ LV,08/22/2025,2025,L,5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,-1
Lexi Held,PHX,PHX @ LV,08/22/2025,2025,L,11,2,1,5,20.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,2,0,-5
Kiah Stokes,LV,LV vs. PHX,08/22/2025,2025,W,7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,1,+10
Megan DiLeo,LV,LV vs. PHX,08/22/2025,2025,W,3,0,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,+3
Jewell Loyd,LV,LV vs. PHX,08/22/2025,2025,W,26,5,2,8,25.0,1,5,20.0,0,0,0.0,1,2,3,3,2,0,0,2,+19
Dana Evans,LV,LV vs. PHX,08/22/2025,2025,W,19,17,7,9,77.8,1,1,100.0,2,2,100.0,0,1,1,0,1,0,0,1,+22
Aaliyah Nye,LV,LV vs. PHX,08/22/2025,2025,W,10,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,+5
Shey Peddy,IND,IND vs. MIN,08/22/2025,2025,L,22,10,3,4,75.0,3,4,75.0,1,2,50.0,0,0,0,4,0,0,3,0,+8
Diamond Miller,DAL,DAL vs. SEA,08/22/2025,2025,L,23,8,2,7,28.6,1,4,25.0,3,4,75.0,1,1,2,1,0,0,1,3,-24
Amy Okonkwo,DAL,DAL vs. SEA,08/22/2025,2025,L,9,8,3,5,60.0,0,2,0.0,2,2,100.0,0,1,1,0,0,0,1,1,-10
Haley Jones,DAL,DAL vs. SEA,08/22/2025,2025,L,24,2,1,7,14.3,0,3,0.0,0,0,0.0,0,10,10,2,0,0,3,1,-23
Aziaha James,DAL,DAL vs. SEA,08/22/2025,2025,L,21,7,3,13,23.1,1,6,16.7,0,0,0.0,0,0,0,0,0,0,1,3,-24
Zia Cooke,SEA,SEA @ DAL,08/22/2025,2025,W,7,5,1,4,25.0,1,3,33.3,2,4,50.0,0,0,0,0,1,0,0,0,+8
Lexie Brown,SEA,SEA @ DAL,08/22/2025,2025,W,12,5,2,4,50.0,1,3,33.3,0,0,0.0,0,2,2,2,0,1,0,0,+14
Tiffany Mitchell,SEA,SEA @ DAL,08/22/2025,2025,W,21,11,5,7,71.4,0,1,0.0,1,1,100.0,0,0,0,1,1,1,1,1,+21
Dominique Malonga,SEA,SEA @ DAL,08/22/2025,2025,W,30,22,10,12,83.3,1,1,100.0,1,2,50.0,1,8,9,2,0,3,1,2,+28
Damiris Dantas,IND,IND vs. MIN,08/22/2025,2025,L,10,3,1,2,50.0,1,1,100.0,0,0,0.0,1,2,3,1,0,0,0,0,+14
Lexie Hull,IND,IND vs. MIN,08/22/2025,2025,L,38,23,9,16,56.2,4,7,57.1,1,1,100.0,0,4,4,2,2,0,1,4,-2
Kelsey Mitchell,IND,IND vs. MIN,08/22/2025,2025,L,35,27,9,20,45.0,5,7,71.4,4,6,66.7,0,0,0,5,0,0,2,4,-13
Aliyah Boston,IND,IND vs. MIN,08/22/2025,2025,L,32,15,7,9,77.8,0,0,0.0,1,2,50.0,2,4,6,2,2,0,2,2,-4
Natisha Hiedeman,MIN,MIN @ IND,08/22/2025,2025,W,27,17,6,10,60.0,2,2,100.0,3,3,100.0,0,2,2,0,1,0,2,2,+8
Kayla McBride,MIN,MIN @ IND,08/22/2025,2025,W,33,29,10,19,52.6,4,8,50.0,5,5,100.0,0,2,2,6,2,0,1,1,+9
Alanna Smith,MIN,MIN @ IND,08/22/2025,2025,W,25,8,3,6,50.0,2,4,50.0,0,2,0.0,2,1,3,5,0,1,2,3,+7
Bridget Carleton,MIN,MIN @ IND,08/22/2025,2025,W,33,7,3,7,42.9,1,4,25.0,0,0,0.0,2,3,5,0,2,0,0,1,+11
Jessica Shepard,MIN,MIN @ IND,08/22/2025,2025,W,40,22,10,11,90.9,0,0,0.0,2,6,33.3,5,6,11,10,0,0,0,0,+5
Paige Bueckers,DAL,DAL @ LA,08/21/2025,2025,L,36,44,17,21,81.0,4,4,100.0,6,6,100.0,0,4,4,3,1,0,3,3,+12
Alanna Smith,MIN,MIN @ ATL,08/21/2025,2025,L,37,10,4,7,57.1,2,2,100.0,0,0,0.0,1,5,6,1,3,2,2,4,+1
Kayla McBride,MIN,MIN @ ATL,08/21/2025,2025,L,33,15,6,12,50.0,3,5,60.0,0,0,0.0,0,0,0,4,2,0,4,2,+5
Aziaha James,DAL,DAL @ LA,08/21/2025,2025,L,17,4,2,5,40.0,0,1,0.0,0,1,0.0,0,3,3,1,0,0,1,1,-10
Bridget Carleton,MIN,MIN @ ATL,08/21/2025,2025,L,35,16,5,13,38.5,4,8,50.0,2,2,100.0,2,4,6,2,1,0,0,3,+4
Jessica Shepard,MIN,MIN @ ATL,08/21/2025,2025,L,32,15,7,9,77.8,0,0,0.0,1,2,50.0,1,15,16,4,1,0,3,0,+11
Rae Burrell,LA,LA vs. DAL,08/21/2025,2025,W,19,2,1,5,20.0,0,3,0.0,0,0,0.0,0,2,2,2,0,1,0,2,+13
Julie Allemand,LA,LA vs. DAL,08/21/2025,2025,W,37,0,0,1,0.0,0,1,0.0,0,0,0.0,1,2,3,8,2,0,2,3,-5
Kelsey Plum,LA,LA vs. DAL,08/21/2025,2025,W,33,20,9,23,39.1,1,9,11.1,1,3,33.3,2,2,4,1,1,0,2,1,+5
Rickea Jackson,LA,LA vs. DAL,08/21/2025,2025,W,33,25,9,15,60.0,6,7,85.7,1,1,100.0,2,3,5,0,2,0,4,1,-10
Dearica Hamby,LA,LA vs. DAL,08/21/2025,2025,W,30,13,6,13,46.2,0,0,0.0,1,2,50.0,0,9,9,2,0,1,2,1,-15
Myisha Hines-Allen,DAL,DAL @ LA,08/21/2025,2025,L,14,0,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,1,1,0,2,1,-18
Tina Charles,CON,CON vs. WSH,08/21/2025,2025,W,22,21,9,14,64.3,0,1,0.0,3,4,75.0,2,4,6,0,2,0,0,1,+5
Luisa Geiselsoder,DAL,DAL @ LA,08/21/2025,2025,L,36,9,3,9,33.3,3,6,50.0,0,0,0.0,0,6,6,2,3,0,1,3,+9
Saniya Rivers,CON,CON vs. WSH,08/21/2025,2025,W,28,7,3,10,30.0,1,4,25.0,0,0,0.0,1,0,1,4,1,1,1,1,+3
Leila Lacan,CON,CON vs. WSH,08/21/2025,2025,W,38,5,2,9,22.2,1,4,25.0,0,0,0.0,0,3,3,5,5,0,2,5,+11
Marina Mabrey,CON,CON vs. WSH,08/21/2025,2025,W,37,7,3,9,33.3,0,2,0.0,1,2,50.0,0,7,7,5,2,0,1,1,+7
Naz Hillmon,ATL,ATL vs. MIN,08/21/2025,2025,W,31,2,1,6,16.7,0,2,0.0,0,0,0.0,3,6,9,3,1,0,2,0,+4
Aneesah Morrow,CON,CON vs. WSH,08/21/2025,2025,W,24,6,3,9,33.3,0,1,0.0,0,0,0.0,4,4,8,1,2,0,2,3,+5
Lucy Olsen,WSH,WSH @ CON,08/21/2025,2025,L,13,2,1,3,33.3,0,2,0.0,0,0,0.0,0,2,2,2,1,0,1,0,-5
Madison Scott,WSH,WSH @ CON,08/21/2025,2025,L,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Alysha Clark,WSH,WSH @ CON,08/21/2025,2025,L,25,0,0,4,0.0,0,4,0.0,0,0,0.0,0,3,3,1,0,0,0,2,-6
Jade Melbourne,WSH,WSH @ CON,08/21/2025,2025,L,22,4,1,7,14.3,0,3,0.0,2,2,100.0,1,1,2,1,1,0,2,1,-8
Sug Sutton,WSH,WSH @ CON,08/21/2025,2025,L,29,4,1,5,20.0,0,2,0.0,2,2,100.0,0,1,1,6,0,0,3,1,-8
Courtney Williams,MIN,MIN @ ATL,08/21/2025,2025,L,27,6,3,14,21.4,0,2,0.0,0,0,0.0,0,5,5,9,0,0,5,1,+15
Grace Berger,DAL,DAL @ LA,08/21/2025,2025,L,30,2,1,6,16.7,0,0,0.0,0,0,0.0,0,6,6,7,2,3,2,3,+8
Allisha Gray,ATL,ATL vs. MIN,08/21/2025,2025,W,31,27,10,21,47.6,3,8,37.5,4,5,80.0,0,4,4,2,3,2,0,2,-2
Leonie Fiebich,NY,NY vs. CHI,08/21/2025,2025,L,30,8,3,5,60.0,2,3,66.7,0,0,0.0,2,0,2,2,1,0,2,1,-11
Rhyne Howard,ATL,ATL vs. MIN,08/21/2025,2025,W,37,16,5,20,25.0,2,11,18.2,4,4,100.0,1,3,4,3,2,0,2,2,-1
Michaela Onyenwere,CHI,CHI @ NY,08/21/2025,2025,W,21,13,6,9,66.7,1,3,33.3,0,0,0.0,0,0,0,0,1,0,0,1,+6
Kamilla Cardoso,CHI,CHI @ NY,08/21/2025,2025,W,34,22,8,9,88.9,0,0,0.0,6,6,100.0,6,9,15,5,2,1,3,4,+7
Ariel Atkins,CHI,CHI @ NY,08/21/2025,2025,W,27,19,6,9,66.7,2,4,50.0,5,7,71.4,0,5,5,5,2,1,2,5,+10
Rebecca Allen,CHI,CHI @ NY,08/21/2025,2025,W,19,0,0,6,0.0,0,4,0.0,0,0,0.0,0,2,2,0,0,1,0,1,+7
Angel Reese,CHI,CHI @ NY,08/21/2025,2025,W,29,21,6,9,66.7,0,0,0.0,9,10,90.0,1,9,10,3,1,0,3,3,+7
Jonquel Jones,NY,NY vs. CHI,08/21/2025,2025,L,32,25,9,16,56.2,5,11,45.5,2,2,100.0,2,5,7,2,2,2,1,2,-13
Emma Meesseman,NY,NY vs. CHI,08/21/2025,2025,L,32,5,2,4,50.0,0,1,0.0,1,3,33.3,3,4,7,6,4,1,6,5,+3
Natasha Cloud,NY,NY vs. CHI,08/21/2025,2025,L,27,14,5,13,38.5,2,7,28.6,2,3,66.7,1,3,4,5,2,0,2,5,-5
Marine Johannes,NY,NY vs. CHI,08/21/2025,2025,L,17,9,3,9,33.3,3,6,50.0,0,0,0.0,0,1,1,1,0,1,1,1,-1
Maya Caldwell,ATL,ATL vs. MIN,08/21/2025,2025,W,18,8,2,3,66.7,2,3,66.7,2,2,100.0,0,2,2,2,0,0,1,0,0
Brittney Griner,ATL,ATL vs. MIN,08/21/2025,2025,W,17,6,2,5,40.0,0,0,0.0,2,2,100.0,1,7,8,0,1,0,2,3,-13
Nneka Ogwumike,SEA,SEA @ CHI,08/20/2025,2025,W,33,21,8,15,53.3,3,5,60.0,2,2,100.0,1,5,6,5,2,0,3,2,+9
Naz Hillmon,ATL,ATL @ LV,08/20/2025,2025,L,22,1,0,4,0.0,0,2,0.0,1,2,50.0,2,2,4,0,1,0,2,1,-1
Allisha Gray,ATL,ATL @ LV,08/20/2025,2025,L,36,16,6,14,42.9,2,6,33.3,2,2,100.0,1,5,6,2,2,0,0,3,-8
Rhyne Howard,ATL,ATL @ LV,08/20/2025,2025,L,35,19,6,16,37.5,4,11,36.4,3,3,100.0,0,3,3,6,1,0,1,1,+1
Brittney Griner,ATL,ATL @ LV,08/20/2025,2025,L,26,16,7,10,70.0,0,0,0.0,2,3,66.7,3,5,8,2,2,2,2,2,+1
Te-Hina Paopao,ATL,ATL @ LV,08/20/2025,2025,L,32,7,3,9,33.3,1,4,25.0,0,0,0.0,0,1,1,5,0,0,2,2,-3
Kierstan Bell,LV,LV vs. ATL,08/20/2025,2025,W,13,3,1,3,33.3,0,1,0.0,1,2,50.0,1,1,2,0,0,0,1,0,+1
A'ja Wilson,LV,LV vs. ATL,08/20/2025,2025,W,37,32,12,24,50.0,2,4,50.0,6,6,100.0,4,8,12,4,1,5,2,1,+8
Jackie Young,LV,LV vs. ATL,08/20/2025,2025,W,36,16,7,14,50.0,1,6,16.7,1,2,50.0,3,4,7,2,2,0,1,2,+12
Jewell Loyd,LV,LV vs. ATL,08/20/2025,2025,W,29,7,3,7,42.9,1,3,33.3,0,0,0.0,0,1,1,2,0,0,1,2,-2
